,size,phrase
es_gsd-ud-train_11251.graphml,18,Los residentes cercanos al Nevado del Ruiz son especialmente cautelosos frente a la actividad volcánica;
es_gsd-ud-train_2670.graphml,3,Están denunciados.
es_gsd-ud-train_7056.graphml,50,"Aldea que forma parte de El Corredor Turístico de las Rosas, ubicado en el Municipio Michelena, del estado venezolano del Táchira, lugar donde se comienza a percibir un clima frío de montaña, ofreciendo a sus visitante el típico calentado y una exquisita gastronomía."
es_gsd-ud-train_5636.graphml,19,"Calamardo le dice a Bob que es anormal, y Bob ve un video de como ser normal."
es_gsd-ud-train_13431.graphml,31,El dinero que se genere con esta operación será empleado por las compañías en programas de expansión y para cubrir las necesidades corporativas de la aerolínea y sus empresas subsidiarias.
es_gsd-ud-train_6424.graphml,16,"Ha disputado encuentros con varias categorías inferiores de España: Sub'16, Sub'17 y Sub'19."
es_gsd-ud-train_11329.graphml,47,"Tanto los LXX como la Vulgata latina llaman a I y II Samuel ""I y II Reyes"", respectivamente, y a I y II Reyes, ""III y IV Reyes"", reconociendo desde el origen la artificialidad de la división actual."
es_gsd-ud-train_2708.graphml,31,"Cuando hay mucha gente es mejor ir a dar una vuelta y volver después, pero en general es un lugar que hay que visitar al venir a Pamplona."
es_gsd-ud-train_10623.graphml,19,"Segismundo libera a Clotaldo permitiéndole ir con el rey, demostrando que ha recapacitado sobre su comportamiento."
es_gsd-ud-train_3202.graphml,27,"""I Was Made for Lovin 'You"" es una canción interpretada por la banda Kiss, lanzada originalmente en su álbum de 1979 Dynasty."
es_gsd-ud-train_625.graphml,14,El nido es una taza desnuda en la tierra cerca del agua.
es_gsd-ud-train_12043.graphml,55,"El papel de la acción como puente entre el ser y el deber ser sugiere un aspecto ingenieril de la ética: una buena regla moral es, además de otras cosas, eficiente en la consecución del fin que se propone [véase el punto (vii), más abajo]."
es_gsd-ud-train_1462.graphml,18,He pasado un fin de semana en este majestuoso hotel con el fin de conocer la ciudad.
es_gsd-ud-train_13549.graphml,28,Localizada en el corazón de la meseta de Mysore (una región de la gran meseta del Decán) tiene una elevación media de 920 m.
es_gsd-ud-train_4244.graphml,31,"Pero su verdadera aparición en escena es al año siguiente en las elecciones al Parlamento de Cataluña, presentándose en la cuatro provincias y consiguiendo 8.105 votos."
es_gsd-ud-train_11223.graphml,23,"Como los contagios no paraban, hartos decidieron quemar el lienzo en la actual plaza Quemada, pero el lienzo no ardió."
es_gsd-ud-train_2602.graphml,16,"Marcela Gandara nació un 24 de agosto en ciudad de Juárez, Chihuahua, México."
es_gsd-ud-train_10729.graphml,41,"Fue la conversión de un vapor de ruedas laterales, y máquinas alimentadas con carbón, que fue utilizado para el entrenamiento avanzado de los pilotos aeronavales en la realización de despegues y apontajes sobre la cubierta de un portaaviones."
es_gsd-ud-train_3308.graphml,18,"Ese mismo día, el Presidente George Bush declaró al estado de Delaware en catástrofe federal."
es_gsd-ud-train_7024.graphml,30,"Finalmente, la reina Isabel II inauguró el sistema el 31 de julio de 1987, abriéndose al público el 31 de agosto del mismo año."
es_gsd-ud-train_5644.graphml,22,"Hasta la reforma constitucional de 1994, la justicia en la entonces llamada Capital Federal era administrada directamente por la Nación."
es_gsd-ud-train_12149.graphml,8,Se puede dejar de consumir sin sufrir.
es_gsd-ud-train_1568.graphml,19,En Argel funda el Teatro del Trabajo que en 1937 reemplaza por El Teatro del Equipo.
es_gsd-ud-train_13443.graphml,15,"Allí, entre su extensa familia, Woollcott pasó gran parte de su niñez."
es_gsd-ud-train_6456.graphml,30,Recibió la oferta durante una llamada telefónica y más tarde dijo a la prensa: «Estuve encantado de hacerlo y tuve el honor de pedirle».
es_gsd-ud-train_657.graphml,20,"A finales de 2006, el puesto de CEO fue cedido a Andreas Meyer por su predecesor Benedikt Weibel."
es_gsd-ud-train_10651.graphml,34,"Esta raza era originalmente criada a partir del ánade real (Anas platyrhynchos), y aun ahora hay algunos que lo denominan así, aunque otros lo clasifican como Anas domesticus."
es_gsd-ud-train_3270.graphml,7,Buzos rescatarán restos del RMS Carpathia
es_gsd-ud-train_12031.graphml,34,"Desde la cultura forzada de Ba Sing Se a los aislacionistas habitantes de la Isla Kyoshi, la cultura del Reino Tierra es mucho menos definidos que los de las otras naciones."
es_gsd-ud-train_1410.graphml,23,"El teatro contenía una columnaza de mármol y de pórfido sobre el frons scænae, numerosas estatuas y ornamentos epigráficos de calidad."
es_gsd-ud-train_4236.graphml,21,El papel más importante que desempeñan las quimiocinas es el de actuar como un quimioatrayente para guiar la migración celular.
es_gsd-ud-train_12159.graphml,30,Para los primeros usuarios del ferrocarril el desaparecer dentro de las entrañas de la tierra metidos en un ruidoso y humeante tren debe haber sido una experiencia alarmante.
es_gsd-ud-train_1578.graphml,59,"Como base para la fundación de la villa el rey tomó la población de Legutiano, situada cerca del límite de Álava con el Señorío de Vizcaya, a la que cambió de nombre, dotó de fueros y dio jurisdicción sobre varias aldeas cercanas: Urrúnaga, Gojáin, Urbina, Anguelu, Nafarrate y Elosu."
es_gsd-ud-train_5654.graphml,7,Ojala ubiese muchas empresas como esta.
es_gsd-ud-train_13453.graphml,6,Es nativa de la Amazonia.
es_gsd-ud-train_11233.graphml,14,En escala del 1 al 10 obtiene un 0 o menos.
es_gsd-ud-train_2612.graphml,23,"La cantautora tuvo que usar una peluca negra y jeans lavados con ácido, para dar la imagen de una adolescente desahuciada."
es_gsd-ud-train_7034.graphml,8,* Colección de partituras de los hermanos Greco
es_gsd-ud-train_10739.graphml,18,"Presentan un caparazón con dos valvas laterales, generalmente simétricas, unidas por una bisagra y ligamentos."
es_gsd-ud-train_3318.graphml,14,Aprovechando las aguas del río Daroca también existen pequeñas explotaciones de regadío.
es_gsd-ud-train_12021.graphml,25,En los estudios longitudinales se repiten las medidas de las variables de un grupo en un período extendido de tiempo o en diferentes ocasiones.
es_gsd-ud-train_1400.graphml,11,En la actualidad se realiza en ollas de cocción lenta.
es_gsd-ud-train_4226.graphml,56,"Por ello se trabajó para que eso fuese una realidad, llegándose a obtener en propiedad la casa de la calle Liniers N ° 420, que ofrecía instalaciones que permitían situar una cancha de bochas techada, pista embaldosada con escenario que a su vez se utilizó como cancha de básquet y baby fútbol."
es_gsd-ud-train_6446.graphml,57,"Con anterioridad a la celebración del XIX Centenario de la fundación de León celebrado solemnemente en junio de 1968 las estelas o lápidas fueron extraídas de los muros que las custodiaban y llevadas para la capital del antiguo reino, las cuales pueden hoy día ser visitadas en el museo románico de San Isidoro."
es_gsd-ud-train_10641.graphml,27,El Submarino amarillo ha fichado a César Sánchez una temporada y probablemente vendan al primer portero por una suma de 15 millones de euros aproximadamente.
es_gsd-ud-train_3260.graphml,18,"Ralston, Mildred Davis, y Bebe Daniels se hicieron famosas actuando en las comedias de Lloyd."
es_gsd-ud-train_647.graphml,17,Existen unas armaduras vacías ubicadas en el lado oeste obra del escultor francés Roberto Michel.
es_gsd-ud-train_2057.graphml,35,"En Academia Breogán apostamos por la calidad, desde el año 2002 somos el único centro del Val Miñor homologado en un sistema de Gestión de la Calidad según la norma ISO 9001:2000."
es_gsd-ud-train_8582.graphml,14,El 21 de marzo de 1959 fue nombrado obispo auxiliar de La Habana.
es_gsd-ud-train_11476.graphml,17,"Estos, en todo caso, variaban según la disciplina de las que escribían la crónica."
es_gsd-ud-train_5988.graphml,15,Este emblema se puede ver en los cascos de las tropas de Reino Tierra.
es_gsd-ud-train_7671.graphml,20,"Los radios medulares se hallan formados por una sola hilera de células, por lo que se denominan uniseriados."
es_gsd-ud-train_9088.graphml,36,"Por la ladera detrás de ellos estaban los cuerpos de la mayoría de los jinetes en retirada, armados con nuevas carabinas Spencer de 7 tiros, pero atorados por sus caballos y sin protección."
es_gsd-ud-train_5011.graphml,6,"Miguel Jiménez García, Lic."
es_gsd-ud-train_9911.graphml,19,Los dueños de comercios y empresas de una región forman estas sociedades locales para proteger sus propios intereses.
es_gsd-ud-train_13216.graphml,12,"El ingreso per cápita para el condado era de $ 17,638."
es_gsd-ud-train_6203.graphml,38,"La banda capitaneada por Alex Turner comienza en nuestro país la gira europea de presentación de 'Suck It And See' que, ya falta de anunciar nuevas fechas, le seguirán tres citas en Francia."
es_gsd-ud-train_3425.graphml,36,"Este intento produjo un malestar general, lo que finalmente resultó en su autorización, siendo una de las mayores manifestaciones de la historia del país, con más de un millón de asistentes."
es_gsd-ud-train_10004.graphml,25,"A la vuelta del virrey, estupefacto, ordenó inmediatamente el desarme de la milicia y la entrega de los símbolos de mando."
es_gsd-ud-train_7709.graphml,63,"En total, más de 100 mil estudiantes pertenecientes a cerca de cien colegios a lo largo del país se encontraban en movilizaciones, mientras la Asamblea de Estudiantes Secundarios llamaba a un paro nacional para el martes 30 de mayo al que se adhirieron la FECh, el Colegio de Profesores y el Consejo Nacional de Co - Docentes."
es_gsd-ud-train_5169.graphml,9,"La otra ofensiva tiene nombre propio, Sahin."
es_gsd-ud-train_1245.graphml,37,"En esos años fue también miembro del consejo del Banco Central de Alemania, siendo propuesto para el consejo de gobierno del Banco Central Europeo, cargo que abandonó en septiembre de 2011."
es_gsd-ud-train_12664.graphml,9,Mandan a sicarios a apalear a los morosos.
es_gsd-ud-train_9869.graphml,18,El brazalete de semillas es un sonajero hecho con semillas duras que suena al ser agitado.
es_gsd-ud-train_4463.graphml,59,"De los 1081 habitantes, Camargo estaba compuesto por el 97.32 % blancos, el 0.09 % eran afroamericanos, el 0.37 % eran amerindios, el 0.09 % eran asiáticos, el 0.09 % eran isleños del Pacífico, el 0.83 % eran de otras razas y el 1.2 % pertenecían a dos o más razas."
es_gsd-ud-train_5001.graphml,18,"En 1998 se publicó un disco de grandes éxitos llamado Best of Alcatrazz ""(1998)."
es_gsd-ud-train_13206.graphml,24,El Ayuntamiento de Madrid y la Dirección General de Deportes organizan el Día del Deporte el domingo 20 de junio de 2010.
es_gsd-ud-train_9901.graphml,28,"Las PKS tipo III también producen cetoácidos, pero contienen múltiples dominios catalíticos y utilizan un mecanismo distinto a la proteína acarreadora de acilos (ACP)."
es_gsd-ud-train_5998.graphml,29,"Asimismo son corresponsables los Viceministros y Directores Generales, que tienen delegación de firma según la Resolución de nombramiento y por supuesto el Vicepresidente Ejecutivo de la Republica."
es_gsd-ud-train_2047.graphml,66,"La portavoz del grupo municipal del PP, Dolores Serrat, destacó la importancia del debate por resolver la situación de casi 5 millones de parados en España, pero apreció que la moción llega tarde porque las decisiones ya se adoptaron en el Congreso de los Diputados y donde el PP dijo ""reforma laboral sí, pero no así""."
es_gsd-ud-train_8592.graphml,17,"Estas articulaciones son uniones de huesos en las que participa un tejido fibroso, uniéndolos."
es_gsd-ud-train_11466.graphml,20,"Por el domingo de Resurrección, fin de la Semana Santa, se comía el hornazo en el campo."
es_gsd-ud-train_9098.graphml,8,Los seis biotipos femeninos (1993).
es_gsd-ud-train_7661.graphml,25,"José Ramírez Pérez (Valverde del Camino, Provincia de Huelva, 1767), saladerista español, activo en el Montevideo antiguo."
es_gsd-ud-train_1255.graphml,65,"Aunque Stevenson había sido el candidato presidencial del Partido Demócrata en 1952 y 1956 y todavía mantenía un público fiel de liberales e intelectuales, sus dos aplastantes derrotas ante el republicano Dwight Eisenhower llevó a los jefes del partido a una búsqueda de una ""cara fresca"" que había una mejor oportunidad de de ganar las elecciones generales de noviembre."
es_gsd-ud-train_12674.graphml,21,"Allium angulosum fue descrita por Carlos Linneo y publicado en Species Plantarum 1: 300, en el año 1753."
es_gsd-ud-train_5179.graphml,66,"En cuanto al Desire S - a la derecha en la imagen, con panel de 3,7 "", chasis unibody de aluminio y cámara trasera de 5 MP -, llega a las tiendas tanto bajo la tutela de las operadoras (se desconocen más detalles todavía) como libre, a un coste, en este segundo caso, de 499 euros."
es_gsd-ud-train_4473.graphml,25,"El juego incluye muchos monstruos típicos de Final Fantasy, adicionando razas como los Trasgos (Goblins), Orcos, Yagudo y Quadav."
es_gsd-ud-train_9879.graphml,7,Se desconoce su fecha de nacimiento.
es_gsd-ud-train_6213.graphml,22,"Los comienzos del artista Secall son de pintor surrealista, mostrando especial predilección por Joan Miró y su ideal artístico."
es_gsd-ud-train_7719.graphml,66,"Durante 1988, a través del Comité de Solidaridad con Grupos Étnicos Marginados, desarrolló obras de ingeniería para la satisfacción de las necesidades de la comunidad huichola en Santa Catarina, Jalisco, como abasto de agua potable, criadero de venado, puente peatonal para cruzar el río Chapalagana, y sanación de personas en las escuelas y albergues de la comunidad."
